Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Number of Evacuation Center
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Lagayan,PH140111000,3
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Langiden,PH140112000,17
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Licuan-Baay (Licuan),PH140113000,19
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Luba,PH140114000,13
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Malibcong,PH140115000,13
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Manabo,PH140116000,0
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Peñarrubia,PH140117000,30
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Pidigan,PH140118000,5
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Pilar,PH140119000,7
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Sallapadan,PH140120000,17
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,San Isidro,PH140121000,7
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,San Juan,PH140122000,14
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,San Quintin,PH140123000,24
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Tayum,PH140124000,14
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Tineg,PH140125000,2
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Tubo,PH140126000,10
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Villaviciosa,PH140127000,16
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Atok,PH141101000,22
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,City of Baguio,PH141102000,77
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Bakun,PH141103000,37
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Bokod,PH141104000,1
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Buguias,PH141105000,32
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Itogon,PH141106000,2
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kabayan,PH141107000,41
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kapangan,PH141108000,5
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kibungan,PH141109000,75
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,La Trinidad (Capital),PH141110000,23
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Mankayan,PH141111000,1
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Sablan,PH141112000,11
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Tuba,PH141113000,118
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Tublay,PH141114000,16
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Banaue,PH142701000,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Hungduan,PH142702000,32
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Kiangan,PH142703000,10
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Lagawe (Capital),PH142704000,15
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Lamut,PH142705000,40
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Mayoyao,PH142706000,2
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Alfonso Lista (Potia),PH142707000,20
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Aguinaldo,PH142708000,4
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Hingyon,PH142709000,17
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Tinoc,PH142710000,51
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Asipulo,PH142711000,6
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Balbalan,PH143201000,18
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Lubuagan,PH143206000,1
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Pasil,PH143208000,44
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Pinukpuk,PH143209000,23
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Rizal (Liwan),PH143211000,15
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,City of Tabuk (Capital),PH143213000,21
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Tanudan,PH143214000,28
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Tinglayan,PH143215000,29
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Barlig,PH144401000,3
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Bauko,PH144402000,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Besao,PH144403000,13
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Bontoc (Capital),PH144404000,7
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Natonin,PH144405000,2
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Paracelis,PH144406000,1
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sabangan,PH144407000,2
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sadanga,PH144408000,27
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sagada,PH144409000,29
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Tadian,PH144410000,1
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Calanasan (Bayag),PH148101000,40
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Conner,PH148102000,8
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Flora,PH148103000,1
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Kabugao (Capital),PH148104000,12
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Luna,PH148105000,51
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Pudtol,PH148106000,23
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Santa Marcela,PH148107000,13
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,City of Lamitan (Capital),PH150702000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Lantawan,PH150703000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Maluso,PH150704000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Sumisip,PH150705000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tuburan,PH150707000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Akbar,PH150708000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bubong,PH153606000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Butig,PH153607000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Ganassi,PH153609000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Kapai,PH153610000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumba-Bayabao (Maguing),PH153611000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumbatan,PH153612000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Madalum,PH153613000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Madamba,PH153614000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Malabang,PH153615000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Marantao,PH153616000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,City of Marawi (Capital),PH153617000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Poona Bayabao (Gata),PH153622000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Pualas,PH153623000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Ditsaan-Ramain,PH153624000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Saguiaran,PH153625000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tamparan,PH153626000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Taraka,PH153627000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tubaran,PH153628000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tugaya,PH153629000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Wao,PH153630000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Marogong,PH153631000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Calanogas,PH153632000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Buadiposo-Buntong,PH153633000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Maguing,PH153634000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Picong (Sultan Gumander),PH153635000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumbayanague,PH153636000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bumbaran,PH153637000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tagoloan Ii,PH153638000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Kapatagan,PH153639000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Sultan Dumalondong,PH153640000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumbaca-Unayan,PH153641000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Buluan,PH153803000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy) (Capital),PH153808000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Parang,PH153811000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Sultan Sa Barongis (Lambayong),PH153813000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Kabuntalan (Tumbao),PH153814000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Upi,PH153815000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Talayan,PH153816000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,South Upi,PH153817000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Barira,PH153818000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Gen. S.K. Pendatun,PH153819000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Mamasapano,PH153820000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Talitay,PH153821000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Pagagawan,PH153822000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Paglat,PH153823000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Sultan Mastura,PH153824000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Guindulungan,PH153825000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Saudi-Ampatuan,PH153826000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Unsay,PH153827000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Abdullah Sangki,PH153828000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Rajah Buayan,PH153829000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Blah T. Sinsuat,PH153830000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Anggal Midtimbang,PH153831000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Mangudadatu,PH153832000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Pandag,PH153833000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Northern Kabuntalan,PH153834000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Hoffer Ampatuan,PH153835000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Salibo,PH153836000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Shariff Saydona Mustapha,PH153837000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Indanan,PH156601000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Jolo (Capital),PH156602000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Kalingalan Caluang,PH156603000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Luuk,PH156604000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Maimbung,PH156605000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Hadji Panglima Tahil (Marunggas),PH156606000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Old Panamao,PH156607000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Pangutaran,PH156608000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Parang,PH156609000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Pata,PH156610000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Patikul,PH156611000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Siasi,PH156612000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Talipao,PH156613000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Tapul,PH156614000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Tongkil,PH156615000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Panglima Estino (New Panamao),PH156616000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Lugus,PH156617000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Pandami,PH156618000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Omar,PH156619000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Panglima Sugala (Balimbing),PH157001000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Bongao (Capital),PH157002000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Mapun (Cagayan De Tawi-Tawi),PH157003000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Simunul,PH157004000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Sitangkai,PH157005000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,South Ubian,PH157006000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Tandubas,PH157007000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Turtle Islands,PH157008000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Languyan,PH157009000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Sapa-Sapa,PH157010000,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Sibutu,PH157011000,0
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Buenavista,PH160201000,8
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,City of Butuan (Capital),PH160202000,14
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,City of Cabadbaran,PH160203000,84
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Carmen,PH160204000,16
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Jabonga,PH160205000,20
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Kitcharao,PH160206000,21
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Las Nieves,PH160207000,1
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Magallanes,PH160208000,11
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Nasipit,PH160209000,2
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Santiago,PH160210000,2
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Tubay,PH160211000,34
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Remedios T. Romualdez,PH160212000,2
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,City of Bayugan,PH160301000,2
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Bunawan,PH160302000,4
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Esperanza,PH160303000,5
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,La Paz,PH160304000,2
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Loreto,PH160305000,2
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Prosperidad (Capital),PH160306000,13
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Rosario,PH160307000,32
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,San Francisco,PH160308000,6
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,San Luis,PH160309000,10
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Santa Josefa,PH160310000,17
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Talacogon,PH160311000,18
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Trento,PH160312000,9
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Veruela,PH160313000,3
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Sibagat,PH160314000,4
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Alegria,PH166701000,11
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Bacuag,PH166702000,18
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Burgos,PH166704000,1
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Claver,PH166706000,1
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Dapa,PH166707000,10
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Del Carmen,PH166708000,11
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,General Luna,PH166710000,0
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Gigaquit,PH166711000,7
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Mainit,PH166714000,19
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Malimono,PH166715000,15
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Pilar,PH166716000,6
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Placer,PH166717000,19
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Benito,PH166718000,5
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Francisco (Anao-Aon),PH166719000,0
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Isidro,PH166720000,26
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Santa Monica (Sapao),PH166721000,0
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Sison,PH166722000,3
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Socorro,PH166723000,46
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,City of Surigao (Capital),PH166724000,16
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Tagana-An,PH166725000,4
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Tubod,PH166727000,6
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Barobo,PH166801000,5
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Bayabas,PH166802000,9
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,City of Bislig,PH166803000,20
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cagwait,PH166804000,14
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cantilan,PH166805000,4
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Carmen,PH166806000,9
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Carrascal,PH166807000,1
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cortes,PH166808000,23
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Hinatuan,PH166809000,191
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Lanuza,PH166810000,2
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Lianga,PH166811000,4
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Lingig,PH166812000,33
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Madrid,PH166813000,30
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Marihatag,PH166814000,6
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,San Agustin,PH166815000,1
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,San Miguel,PH166816000,4
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Tagbina,PH166817000,1
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Tago,PH166818000,2
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,City of Tandag (Capital),PH166819000,3
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Basilisa (Rizal),PH168501000,1
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Cagdianao,PH168502000,14
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Dinagat,PH168503000,12
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Libjo (Albor),PH168504000,180
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Loreto,PH168505000,15
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,San Jose (Capital),PH168506000,6
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Tubajon,PH168507000,6
Mimaropa Region,PH170000000,Marinduque,PH174000000,Boac (Capital),PH174001000,31
Mimaropa Region,PH170000000,Marinduque,PH174000000,Buenavista,PH174002000,2
Mimaropa Region,PH170000000,Marinduque,PH174000000,Gasan,PH174003000,11
Mimaropa Region,PH170000000,Marinduque,PH174000000,Mogpog,PH174004000,4
Mimaropa Region,PH170000000,Marinduque,PH174000000,Santa Cruz,PH174005000,53
Mimaropa Region,PH170000000,Marinduque,PH174000000,Torrijos,PH174006000,18
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Abra De Ilog,PH175101000,1
