Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Number of Households,Faucet/Community System,Tubed/Piped,Dug well,Bottled Water,Natural Sources,Peddler/Others/Not Reported
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Lawaan,PH082612000,3021,563,997,157,1270,34,0
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Llorente,PH082613000,4768,1184,3008,1,332,242,1
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Maslog,PH082614000,1077,912,12,0,8,145,0
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Maydolong,PH082615000,3247,1183,365,8,1315,353,23
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Mercedes,PH082616000,1530,261,157,9,692,3,408
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Oras,PH082617000,8618,1840,5608,68,488,614,0
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Quinapondan,PH082618000,3388,2209,134,161,225,651,8
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Salcedo,PH082619000,5211,1864,1042,299,1429,540,37
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,San Julian,PH082620000,3369,1313,780,247,775,254,0
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,San Policarpo,PH082621000,3271,964,1867,9,244,179,8
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Sulat,PH082622000,3677,1354,1545,34,545,198,1
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Taft,PH082623000,4388,1837,1863,21,445,212,10
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Abuyog,PH083701000,13508,3929,3339,1803,1809,2486,142
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Alangalang,PH083702000,12768,1100,7412,2034,1706,506,10
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Albuera,PH083703000,11067,4615,4835,212,603,675,127
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Babatngon,PH083705000,6108,2588,1874,595,713,320,18
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Barugo,PH083706000,6919,3296,2004,579,522,360,158
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Bato,PH083707000,8691,2496,2667,232,1055,1741,500
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Burauen,PH083710000,12577,9857,1702,428,18,562,10
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Calubian,PH083713000,7858,1121,1902,2009,760,337,1729
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Capoocan,PH083714000,7332,5300,261,48,183,1363,177
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Carigara,PH083715000,11303,6076,1289,1701,907,1328,2
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,City of Baybay,PH083708000,26180,20940,2056,582,977,1300,325
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Dagami,PH083717000,8433,4957,1904,986,31,520,35
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Dulag,PH083718000,11838,348,10034,392,781,73,210
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Hilongos,PH083719000,14394,3612,6800,317,2947,700,18
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Hindang,PH083720000,4994,1827,2224,122,218,592,11
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Inopacan,PH083721000,4912,3561,550,24,296,479,2
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Isabel,PH083722000,11201,6709,1603,164,2232,460,33
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Jaro,PH083723000,9747,4172,2240,800,172,2341,22
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Javier (Bugho),PH083724000,6024,2501,2629,432,204,255,3
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Julita,PH083725000,3840,637,2814,223,135,26,5
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Kananga,PH083726000,12921,8579,1723,964,725,848,82
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,La Paz,PH083728000,4980,2471,1913,237,91,238,30
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Leyte,PH083729000,9101,5260,2193,1226,158,181,83
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Macarthur,PH083730000,5109,2272,2159,93,333,235,17
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Mahaplag,PH083731000,6238,5752,194,105,51,101,35
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Matag-Ob,PH083733000,4570,3165,181,177,510,501,36
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Matalom,PH083734000,7537,4023,1334,972,336,752,120
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Mayorga,PH083735000,4236,500,3128,500,100,4,4
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Merida,PH083736000,7923,5441,1034,524,613,218,93
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Ormoc City,PH083738000,49906,33177,5838,1155,5224,2464,2048
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Palo,PH083739000,15730,12731,163,317,1790,80,649
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Palompon,PH083740000,14514,4383,3115,645,4372,1821,178
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Pastrana,PH083741000,4331,3548,363,390,23,1,6
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,San Isidro,PH083742000,7882,389,773,4738,1927,16,39
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,San Miguel,PH083743000,4309,1579,1070,682,296,380,302
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Santa Fe,PH083744000,4741,2653,1022,835,130,70,31
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tabango,PH083745000,8227,2015,2217,1856,1885,56,198
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tabontabon,PH083746000,2780,1829,780,111,54,6,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,City of Tacloban (Capital),PH083747000,50451,27111,2446,1227,15181,1169,3317
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tanauan,PH083748000,13518,8950,2843,1072,608,21,24
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tolosa,PH083749000,5073,665,3031,625,732,5,15
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tunga,PH083750000,1597,886,533,52,101,25,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Villaba,PH083751000,10521,5296,1922,1137,1807,313,46
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Allen,PH084801000,5543,1838,1258,591,1543,230,83
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Biri,PH084802000,2269,1220,335,538,96,79,1
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Bobon,PH084803000,4873,1597,1969,367,714,48,178
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Capul,PH084804000,2504,778,1309,125,82,210,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Catarman (Capital),PH084805000,19091,3204,7706,1904,4582,947,748
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Catubig,PH084806000,6514,3687,183,86,349,1870,339
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Gamay,PH084807000,5263,627,2775,34,172,1038,617
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Laoang,PH084808000,12283,2056,3959,3985,1624,537,122
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Lapinig,PH084809000,2483,489,1880,18,5,91,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Las Navas,PH084810000,7133,3619,490,658,439,1834,93
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Lavezares,PH084811000,6133,2555,1869,78,370,924,337
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Lope De Vega,PH084824000,2847,1373,358,9,76,1030,1
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Mapanas,PH084812000,2785,345,1824,1,9,606,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Mondragon,PH084813000,7593,911,4395,1036,505,490,256
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Palapag,PH084814000,6957,1568,3949,310,248,869,13
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Pambujan,PH084815000,6115,676,3942,190,551,754,2
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Rosario,PH084816000,2080,1018,361,387,196,4,114
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Antonio,PH084817000,1880,609,291,60,402,60,458
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Isidro,PH084818000,5666,4175,494,8,486,403,100
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Jose,PH084819000,3907,1275,833,483,1297,16,3
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Roque,PH084820000,5106,1212,3159,404,300,25,6
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Vicente,PH084821000,1644,421,528,56,366,54,219
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Silvino Lobos,PH084822000,2735,1281,72,7,1,1374,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Victoria,PH084823000,3215,2001,399,80,537,114,84
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Almagro,PH086001000,2101,762,393,258,18,411,259
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Basey,PH086002000,12648,5303,2584,1532,1946,1150,133
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,City of Calbayog,PH086003000,38411,26755,2179,924,3363,3979,1211
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Calbiga,PH086004000,5160,3607,323,295,410,502,23
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,City of Catbalogan (Capital),PH086005000,21162,9178,3040,637,6811,1308,188
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Daram,PH086006000,8716,5293,2239,447,289,336,112
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Gandara,PH086007000,7121,4366,755,60,693,661,586
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Hinabangan,PH086008000,2791,1932,218,12,83,524,22
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Jiabong,PH086009000,3896,2340,835,6,116,548,51
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Marabut,PH086010000,3980,3422,151,114,47,92,154
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Matuguinao,PH086011000,1523,1181,0,0,0,342,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Motiong,PH086012000,3043,2344,507,28,1,162,1
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Pagsanghan,PH086026000,1824,1400,300,5,75,39,5
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Paranas (Wright),PH086022000,6349,4954,350,9,90,733,213
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Pinabacdao,PH086013000,3769,1881,521,518,62,123,664
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,San Jorge,PH086025000,3486,1556,885,15,452,577,1
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,San Jose De Buan,PH086014000,1649,1121,8,1,13,503,3
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,San Sebastian,PH086015000,1696,1296,27,46,58,220,49
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Santa Margarita,PH086016000,5833,3305,555,62,997,557,357
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Santa Rita,PH086017000,8865,3046,2615,1810,974,135,285
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Santo Niño,PH086018000,2742,2283,446,5,6,2,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Tagapul-An,PH086024000,1955,610,182,328,17,817,1
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Talalora,PH086019000,1676,950,323,254,119,3,27
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Tarangnan,PH086020000,5580,3420,1658,69,150,252,31
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Villareal,PH086021000,5986,2077,1215,985,1460,244,5
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Zumarraga,PH086023000,3302,872,1652,145,56,575,2
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Anahawan,PH086401000,1788,1696,10,1,6,5,70
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Bontoc,PH086402000,6599,3334,1194,148,1658,262,3
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,City of Maasin (Capital),PH086407000,18619,9176,2662,136,4938,1666,41
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Hinunangan,PH086403000,6940,5453,108,14,1239,125,1
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Hinundayan,PH086404000,3054,2905,35,0,113,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Libagon,PH086405000,3178,1894,523,2,124,634,1
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Liloan,PH086406000,5090,4383,32,3,571,98,3
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Limasawa,PH086419000,1366,17,848,0,328,173,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Macrohon,PH086408000,6058,2428,572,28,2788,219,23
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Malitbog,PH086409000,4329,2409,562,1,966,384,7
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Padre Burgos,PH086410000,2387,1089,467,1,661,169,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Pintuyan,PH086411000,2218,1876,4,0,328,9,1
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Saint Bernard,PH086412000,5919,4461,55,33,1120,154,96
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,San Francisco,PH086413000,2972,2605,60,42,158,100,7
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,San Juan (Cabalian),PH086414000,3356,1966,48,0,1335,7,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,San Ricardo,PH086415000,2213,2059,22,3,124,5,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Silago,PH086416000,3105,2957,22,3,112,11,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Sogod,PH086417000,9954,5544,1809,27,1779,791,4
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Tomas Oppus,PH086418000,3691,2249,322,58,670,392,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Baungon,PH101301000,7598,3635,285,480,529,2635,34
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Cabanglasan,PH101322000,6948,4459,322,80,319,1768,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,City of Malaybalay (Capital),PH101312000,38971,24144,3429,207,6066,4508,617
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,City of Valencia,PH101321000,44137,27819,8194,885,2829,3972,438
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Damulog,PH101302000,6783,1919,1552,370,481,2460,1
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Dangcagan,PH101303000,5168,3260,241,510,517,633,7
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Don Carlos,PH101304000,14399,4161,2984,2200,1573,2536,945
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Impasug-Ong,PH101305000,9858,8675,334,70,110,665,4
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kadingilan,PH101306000,7454,4070,527,330,126,2397,4
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kalilangan,PH101307000,8869,4411,1202,406,109,2731,10
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kibawe,PH101308000,8872,4164,1075,1082,701,1730,120
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kitaotao,PH101309000,10897,6200,1352,431,283,2607,24
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Lantapan,PH101310000,12967,8832,665,129,807,1548,986
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Libona,PH101311000,9957,5587,994,454,462,1922,538
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Malitbog,PH101313000,4999,3872,124,146,65,784,8
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Manolo Fortich,PH101314000,21248,15710,333,512,2659,1982,52
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Maramag,PH101315000,23004,17237,1289,468,1249,2419,342
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Pangantucan,PH101316000,11396,8341,294,433,90,2138,100
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Quezon,PH101317000,22996,11224,4207,696,1670,4709,490
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,San Fernando,PH101318000,12394,7161,1755,203,232,3043,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Sumilao,PH101319000,5638,4317,54,164,293,802,8
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Talakag,PH101320000,14174,4483,529,628,576,7678,280
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Catarman,PH101801000,4060,3748,33,1,22,256,0
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Guinsiliban,PH101802000,1459,1355,97,0,0,7,0
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Mahinog,PH101803000,3135,2975,23,2,110,25,0
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Mambajao (Capital),PH101804000,8547,7862,87,0,400,196,2
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Sagay,PH101805000,2879,2833,13,0,3,30,0
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Bacolod,PH103501000,5199,3816,286,208,233,646,10
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Baloi,PH103502000,10084,3653,2771,2436,195,868,161
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Baroy,PH103503000,5601,1233,2666,80,622,928,72
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,City of Iligan,PH103504000,76593,34814,5551,1294,24790,9557,587
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Kapatagan,PH103505000,14998,10272,3144,202,151,753,476
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Kauswagan,PH103507000,5916,3941,410,149,253,946,217
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Kolambugan,PH103508000,6446,2706,1838,183,183,1535,1
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Lala,PH103509000,15443,1994,10314,49,1853,449,784
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Linamon,PH103510000,4473,2443,608,6,547,869,0
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Magsaysay,PH103511000,3839,1738,574,908,13,605,1
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Maigo,PH103512000,5008,2890,625,163,534,796,0
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Matungao,PH103513000,2206,700,781,10,25,689,1
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Munai,PH103514000,6020,3215,334,241,0,2229,1
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Nunungan,PH103515000,3508,329,373,83,0,2722,1
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Pantao Ragat,PH103516000,4143,2155,95,48,122,1704,19
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Pantar,PH103523000,3427,2313,267,2,3,841,1
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Poona Piagapo,PH103517000,4414,2008,35,5,8,2358,0
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Salvador,PH103518000,7028,732,4488,554,17,1237,0
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Sapad,PH103519000,4716,1487,2346,266,47,503,67
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Sultan Naga Dimaporo (Karomatan),PH103506000,11616,5967,3421,858,443,923,4
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Tagoloan,PH103520000,2768,636,915,245,39,866,67
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Tangcal,PH103521000,2405,1578,173,53,1,600,0
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Tubod (Capital),PH103522000,11092,6138,1725,1066,811,1329,23
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Aloran,PH104201000,6383,3584,938,59,412,1373,17
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Baliangao,PH104202000,3877,270,1869,882,148,150,558
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Bonifacio,PH104203000,7308,3149,308,244,429,2783,395
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Calamba,PH104204000,5052,3391,159,224,143,1067,68
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Clarin,PH104205000,8374,3964,3214,91,400,616,89
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Concepcion,PH104206000,2460,502,10,71,33,1844,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Don Victoriano Chiongbian  (Don Mariano Marcos),PH104217000,2491,1764,200,26,9,492,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Jimenez,PH104207000,6362,3745,980,12,630,994,1
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Lopez Jaena,PH104208000,5830,4475,358,134,111,573,179
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Oroquieta (Capital),PH104209000,16498,12318,1906,55,1150,1040,29
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Ozamiz,PH104210000,30304,17045,6349,635,2393,2931,951
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Panaon,PH104211000,2420,1902,27,46,38,407,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Plaridel,PH104212000,9195,7318,451,353,883,81,109
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Sapang Dalaga,PH104213000,4557,1585,503,256,107,1973,133
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Sinacaban,PH104214000,4146,2537,469,76,167,895,2
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Tangub,PH104215000,13040,6355,3116,304,1080,2101,84
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Tudela,PH104216000,6573,5096,534,92,276,523,52
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Alubijid,PH104301000,7743,5137,819,142,1117,519,9
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Balingasag,PH104302000,14790,8092,4420,147,234,1880,17
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Balingoan,PH104303000,2320,1698,43,154,337,74,14
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Binuangan,PH104304000,1556,1153,8,2,41,330,22
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,City of Cagayan De Oro (Capital),PH104305000,163174,81828,3165,361,69347,4403,4070
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,City of El Salvador,PH104307000,11940,8550,493,26,2595,114,162
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Claveria,PH104306000,11085,7425,432,119,519,2576,14
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,City of Gingoog,PH104308000,26534,15267,6101,132,383,4585,66
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Gitagum,PH104309000,3895,3301,85,7,404,93,5
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Initao,PH104310000,7555,3873,1157,623,1437,147,318
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Jasaan,PH104311000,12184,9899,508,507,764,440,66
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Kinoguitan,PH104312000,3046,2511,299,137,83,15,1
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Lagonglong,PH104313000,4584,2695,1471,104,103,211,0
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Laguindingan,PH104314000,5614,3653,274,0,1593,89,5
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Libertad,PH104315000,2718,2047,206,18,396,44,7
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Lugait,PH104316000,4650,2004,748,21,1607,266,4
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Magsaysay (Linugos),PH104317000,6985,2899,1500,908,1164,462,52
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Manticao,PH104318000,6460,1820,2073,436,1088,1019,24
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Medina,PH104319000,7145,4647,733,264,575,738,188
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Naawan,PH104320000,4726,2501,935,84,842,312,52
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Opol,PH104321000,14097,5434,1082,70,4499,1518,1494
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Salay,PH104322000,6350,4860,397,2,705,362,24
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Sugbongcogon,PH104323000,1914,1719,5,0,190,0,0
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Tagoloan,PH104324000,16999,7551,3139,736,3893,310,1370
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Talisayan,PH104325000,5391,3144,1732,9,146,326,34
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Villanueva,PH104326000,8739,7029,596,197,626,269,22
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Compostela,PH118201000,19093,6181,10637,136,399,1593,147
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Laak (San Vicente),PH118202000,17537,7182,2846,3856,141,3340,172
